11,103,1/11/2023,Cancelled,1563,bdtS9LmDLh7TO3kFoRkuyS9ayQ==,11_103_2024-02-20 21:05:37.48,
12,101,1/12/2023,Placed,1982,qzxK-j2JeBOVMdrY96Q1otwRCQ==,12_101_2024-02-20 21:05:37.493,
13,102,1/13/2023,Cancelled,1099,ZfKawyQlY8o_Lu5yoX-hHlMOxw==,13_102_2024-02-20 21:05:37.508,
14,104,1/14/2023,Placed,1876,9CaSUs6RnaajGEabr1VwU397mw==,14_104_2024-02-20 21:05:37.523,
15,105,1/15/2023,Cancelled,1459,mE9SDR5NuIUmvLKgHPkocuQarg==,15_105_2024-02-20 21:05:37.538,
1,101,1/1/2023,Placed,109,TQRSXRnKzduNhYLUZizQJ7CWDQ==,1_101_2024-02-20 21:05:37.48,
2,102,1/2/2023,Cancelled,210,Hhk-dDbGDXmkxC0IKtyoQ52YQQ==,2_102_2024-02-20 21:05:37.493,
3,101,1/3/2023,Placed,649,zDCuQQeHRmxz-nFORl3GvvSMHQ==,3_101_2024-02-20 21:05:37.508,
4,103,1/4/2023,Placed,1678,88lgEcoFuvQLbGInG3FceAG4qw==,4_103_2024-02-20 21:05:37.523,
5,102,1/5/2023,Placed,701,u9sTIjejHnWMmtCgzZAKje2usA==,5_102_2024-02-20 21:05:37.538,
6,102,1/6/2023,Placed,250,TuRwx9xkCQOLibXriLhC7AN9UA==,6_102_2024-02-20 21:05:37.554,
7,103,1/7/2023,Placed,188,d32_eDJgLfu46JwMA0SMfawcGQ==,7_103_2024-02-20 21:05:37.569,
8,104,1/8/2023,Placed,976,oaJT7yoZa2DsFwMn-ce_D0gq8g==,8_104_2024-02-20 21:05:37.585,
9,107,1/9/2023,Placed,143,_0cUKglfAoNlDd5qpwwOb-8YrQ==,9_107_2024-02-20 21:05:37.6,
10,106,1/10/2023,Placed,1234,8Mp6CBQOrjahLhxqPd2w16wYGg==,10_106_2024-02-20 21:05:37.616,
